pdp_url,article_number,brand,product_name,size,regular_price,selling_price,price_per_unit,promotion_description,product_description,additional_information,ingredients,allergens,nutrition_info,preparation_instructions,preparation_methods,identification_marking,country_of_origin,storage_instructions,instructions_for_use,variant,country
https://www.spar.at/produktwelt/spar-premium-dunkle-haselnuss-p4188414,4188414,SPAR PREMIUM,Schokolade Dunkle Haselnuss,180 G,3.99,3.99,Per 1 kg 22.17,,"Die Herkunft. Der Kakao stammt aus Rainforest-Alliance-zertifiziertem Anbau und steht für nachhaltige Produktion. Die Herstellung erfolgt ohne Palmöl, dafür mit Fokus auf Qualität und Transparenz. Der Geschmack. Fein-herbe Schokolade mit knackigen Haselnüssen ergibt eine harmonische Komposition mit cremigem Schmelz. Der Kontrast zwischen zarter Süße und nussigem Biss sorgt für lang anhaltenden Genuss.""",,"Zutaten: Zucker, HASELNÜSSE ganz gesplittert und gemahlen, Kakaomasse*, Kakaobutter*, BUTTERREINFETT, Emulgator: Lecithine. *Rainforest Alliance- zertifiziert, mehr dazu unter www.ra.org. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Enthält Nüsse und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Nüsse und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 2428,00 kJ, Energie Kcal: ca. 584,00 kcal, Fett: ca. 42,00 g, Fett, davon gesättigte Fettsäuren: ca. 14,00 g, Kohlenhydrate: ca. 41,00 g, Kohlenhydrate, davon Zucker: ca. 37,00 g, Ballaststoffe: ca. 7,00 g, Eiweiß: ca. 7,10 g, Salz: ca. 0,02 g, Broteinheiten: ca. 3,40 BE",,,,aus der Schweiz mit Kakao und Haselnüssen aus anderer Herkunft,Trocken und vor Wärme und Licht geschützt lagern.,,Dunkle Haselnuss,
https://www.spar.at/produktwelt/spar-premium-edition-johanna-maier-dill-senfsauce-p1776300,1776300,SPAR PREMIUM Edition Johanna Maier,Dill-Senfsauce,160 G,3.99,3.99,Per 1 kg 24.94,,"Die Herkunft. Hergestellt mit hochwertigen Zutaten und ohne Palmöl verbindet diese Sauce klassische Senfaromen mit der Frische von Dill. Ihre Rezeptur orientiert sich an skandinavischen Spezialitäten. Der Geschmack. Cremig, würzig und mit einer feinen Kräuternote bringt sie dezente Schärfe und milde Süße in perfektem Gleichgewicht. Ideal für feine Fischgerichte mit nordischer Note. Die Verwendungsmöglichkeiten. Passt hervorragend zu Lachs, Räucherfisch oder Scampi – ob kalt oder leicht temperiert serviert. Auch als Dip oder Topping überzeugt sie mit eleganter Zurückhaltung.",,"Zutaten: Wasser, Rohrohrzucker, Apfelessig, 13% SENFSAAT, 5% Dill, Salz unjodiert, Gewürze, Geliermittel: Pektin, Säuerungsmittel: Citronensäure, Konservierungsstoff: Kaliumsorbat. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.",Enthält Senf und daraus gewonnene Erzeugnisse,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 727,00 kJ, Energie Kcal: ca. 172,00 kcal, Fett: ca. 3,80 g, Fett, davon gesättigte Fettsäuren: ca. 0,20 g, Kohlenhydrate: ca. 29,00 g, Kohlenhydrate, davon Zucker: ca. 28,00 g, Ballaststoffe: ca. 1,60 g, Eiweiß: ca. 3,50 g, Salz: ca. 1,00 g, Broteinheiten: ca. 2,40 BE",,,,,Vor dem Öffnen trocken und vor Wärme geschützt lagern. Nach dem Öffnen im Kühlschrank aufbewahren und innerhalb weniger Tage genießen.,,,
https://www.spar.at/produktwelt/spar-premium-profiteroles-p2020002582104,2020002582104,SPAR PREMIUM,Profiteroles,400 G,5.99,5.99,Per 1 kg 14.98,,"Die Herkunft. Profiteroles haben ihre Wurzeln in der französischen und italienischen Dessertkultur und gelten als klassische Miniaturausgabe des Eclairs. Die zarten Brandteigkugeln sind luftige Gebäckstücke mit Tradition. Die Herstellungsweise. In kleinen Portionen aufgetragen, entwickelt der Brandteig im Ofen seine charakteristische Form. Anschließend werden die luftigen Hohlkörper mit leicht gesüßtem Schlagobers gefüllt und mit feiner Kakaocreme überzogen. Der Geschmack. Weich im Biss, cremig im Inneren und von einem Hauch Schokolade ummantelt – ideal als elegantes Dessert oder köstliche Ergänzung auf dem Dessertbuffet.",Sorgfältig abgepackt in Italien,"Zutaten: rehydrierte MAGERMILCH, Wasser, pflanzliche Öle und Fette (Kokos, Olive, Kakao, in veränderlichen Gewichtsanteilen), Glukosesirup, Zucker, 5% SAHNE, 4,5% mageres Kakaopulver, EIER, HÜHNEREIGELB, WEIZENMEHL, MILCHPROTEINE, 0,8% Schokolade (Kakaomasse, Zucker, Kakaobutter, Emulgator: Lecithine (SOJA), natürliche Vanillearomen), HÜHNEREIEIWEISS, modifizierte Stärke, Stärke (enthält WEIZEN), Reisstärke, 0,4% Kakaopulver, Backtriebmittel: Dinatriumdiphosphat, Natriumhydrogencarbonat; Geliermittel: Natriumalginat, Salz unjodiert. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Enthält Eier und daraus gewonnene Erzeugnisse, Enthält Sojabohnen und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Kann Spuren enthalten von Nüsse und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Senf und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1411,00 kJ, Energie Kcal: ca. 339,00 kcal, Fett: ca. 22,00 g, Fett, davon gesättigte Fettsäuren: ca. 19,00 g, Kohlenhydrate: ca. 30,00 g, Kohlenhydrate, davon Zucker: ca. 27,00 g, Ballaststoffe: ca. 1,30 g, Eiweiß: ca. 4,40 g, Salz: ca. 0,24 g, Broteinheiten: ca. 2,50 BE",Im Kühlschrank für ca. 6 Stunden auftauen lassen.,Auftauen,,,Vor dem Öffnen tiefgekühlt lagern. Nach dem Öffnen gekühlt lagern und innerhalb von 3 Tagen genießen. Einmal aufgetaute Produkte nicht wieder einfrieren.,,,
https://www.spar.at/produktwelt/despar-premium-mini-mozzarella-di-bufala-p2020005993105,2020005993105,SPAR PREMIUM,Mini Mozzarella di Bufala Campana D.O.P.,120 G,2.49,1.99,Per 1 kg 16.58,Mengenvorteil ab 2 Stk. je,"Die Herkunft. ""Mozzarella di Bufala Campana D.O.P"" darf nur in bestimmten Regionen Süditaliens hergestellt werden. Das D.O.P. Siegel, welches EU-weit geschützt ist, gewährleistet die Ursprungsgarantie. Die Herstellung des Mozzarella di Bufala Campana D.O.P. wird vom Konsortium für Büffelmozzarella nach strengen Richtlinien kontrolliert. Die Büffelmilch für den DESPAR PREMIUM Mini Mozzarella di Bufala Campana D.O.P. stammt ausschließlich aus der Provinz Salerno, aus der Region zwischen dem südlichen Latium und der Amalfiküste in Kampanien (Süditalien), wo Hausbüffel schon seit dem 2. Jahrhundert gehalten werden. Die Herstellung. Mozzarella zählt zur Käsegruppe ""Pasta filata"". Seine Besonderheit besteht darin, dass der entstandene Käsebruch mit heißem Wasser überbrüht und anschließend geknetet und gezogen wird, bis er eine geschmeidige und elastische Konsistenz erreicht. Beim Büffelmozzarella bleibt die Filata-Struktur besonders gut erhalten. Der Geschmack. Das feine Arom a des Mozzarella di Bufala Campana D.O.P., sein angenehm säuerlicher, charaktervoller Geschmack und seine samtige und feste Konsistenz sind heute noch genau wie damals, als der Käse noch von Büffelhirten hergestellt wurde. Die Verwendung. Die Mini Mozzarella di Bufala Campana D.O.P. Kugeln sind vielseitig verwendbar - zum Beispiel für Toppings von Salaten, als Vorspeise oder Partysnack. Die kleinen, feinen Kugeln lassen sich zum Verfeinern von Pastasaucen oder Pizza, als raffinierte Häppchen oder auch auf Spießchen mit Tomaten und Gemüse oder Prosciutto servieren und mit Familie und Freunden genießen.",Inhalt: 12 x 10 g Certificato da Organismo di Controllo autorizzato dal Ministero competente - ITALIA DPCM 10/05/1993 Reg. CE 1107/96 Aut. Consorzio Tutela n. 347/28/2023,"Zutaten: pasteurisierte BÜFFELMILCH, Salz unjodiert, tierisches Lab. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.",Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose),"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1024,00 kJ, Energie Kcal: ca. 247,00 kcal, Fett: ca. 21,00 g, Fett, davon gesättigte Fettsäuren: ca. 14,00 g, Kohlenhydrate: ca. 0,50 g, Kohlenhydrate, davon Zucker: ca. 0,50 g, Ballaststoffe: ca. 0 g, Eiweiß: ca. 14,00 g, Salz: ca. 0,60 g, Broteinheiten: ca. 0,04 BE",,,IT X8S8K EU,aus Italien,Vor und nach dem Öffnen gekühlt bei 0 bis +7°C lagern. Nach dem Öffnen innerhalb eines Tages genießen.,,di Bufala Campana D.O.P.,Italien
https://www.spar.at/produktwelt/spar-premium-tonno-a-pinne-gialle-affumicato-p2020004047717,2020004047717,DESPAR PREMIUM,Thunfisch affumicato,100 G,5.79,5.79,Per 1 kg 57.9,,"Die Herstellung. Der Gelbflossenthunfisch wird direkt nach dem Fang filetiert und sorgfältig von Haut und Gräten befreit. Durch das anschließende Räuchern über Holzspänen erhält das zarte Fischfleisch sein charakteristisches Aroma – rauchig, fein und elegant zugleich. Der Geschmack. Die natürliche Zubereitung unterstreicht den Eigengeschmack des Thunfischs, der durch die Räuchernote an Tiefe gewinnt. Die feine Textur macht ihn zum idealen Begleiter für kalte Platten oder raffinierte Vorspeisen.",Sorgfältig verarbeitet in Italien,"Zutaten: GELBFLOSSENTHUNFISCH (Thunnus albaceres), Salz unjodiert, Rohrzucker, Buchenholzrauch. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Kann Spuren enthalten von Krebstiere und daraus gewonnene Erzeugnisse, Enthält Fische und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Weichtiere und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 515,00 kJ, Energie Kcal: ca. 122,00 kcal, Fett: ca. 1,10 g, Fett, davon gesättigte Fettsäuren: ca. 0,40 g, Kohlenhydrate: ca. 0,90 g, Kohlenhydrate, davon Zucker: ca. 0,60 g, Ballaststoffe: ca. 0 g, Eiweiß: ca. 27,00 g, Salz: ca. 3,30 g, Broteinheiten: ca. 0,10 BE",20 Minuten vor dem Servieren aus dem Kühlschrank nehmen.,Verzehrfertig,IT D6Z3T CE,,Vor und nach dem Öffnen bei 0°C bis +7°C aufbewahren. Nach dem Öffnen innerhalb von 24 Stunden genießen.,,affumicato,
https://www.spar.at/produktwelt/spar-premium-olive-taggiasche-mit-kern-in-salzlake-p7757907,7757907,SPAR PREMIUM,Olive Taggiasche mit Kern / in Salzlake,280 G,3.29,3.29,Per 1 kg 17.32,,"Die Herkunft. Auch diese Oliven stammen aus der ligurischen Provinz Imperia, wo ideale Wachstumsbedingungen und schonende Verarbeitung Hand in Hand gehen. Der Geschmack. Eingelegt in milder Salzlake entfalten die unterschiedlich gefärbten Oliven ihre natürliche Würze. Die Verwendungsmöglichkeiten. Perfekt für ligurische Gerichte, auf Tapas-Platten oder als aromatische Zutat in gemischten Salaten.",,"Zutaten: 68% Taggiasca Oliven, 32% Salzlake (Wasser, Salz unjodiert, natürliche Aromen, Säuerungsmittel: Citronensäure).",,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 891,00 kJ, Energie Kcal: ca. 216,00 kcal, Fett: ca. 22,00 g, Fett, davon gesättigte Fettsäuren: ca. 3,60 g, Kohlenhydrate: ca. 1,30 g, Kohlenhydrate, davon Zucker: ca. 1,30 g, Ballaststoffe: ca. 2,30 g, Eiweiß: ca. 1,70 g, Salz: ca. 4,20 g",,,,Sorgfältig hergestellt in Italien,"Trocken, vor Wärme und Licht geschützt lagern! Nach dem Öffnen im Kühlschrank aufbewahren und innerhalb weniger Tage genießen.",,mit Kern / in Salzlake,
https://www.spar.at/produktwelt/despar-premium-taralli-con-semi-di-finocchio-p2020005847767,2020005847767,SPAR PREMIUM,Taralli con Semi di Finocchio,300 G,1.69,1.69,Per 1 kg 5.63,,"PREMIUM Taralli Finocchio, traditionelle italienische Gebäckringe mit feinem Fenchelaroma. Knusprig gebacken, leicht würzig und perfekt als Snack zu Wein, Käse oder Antipasti. Ideal für jeden Feinspitz und liebhaber mediterraner Spezialitäten.",,"Zutaten: WEICHWEIZENMEHL, Olivenöl (12%), natives Olivenöl extra (4%), Salz, Weißwein, Fenchelsamen (1.5%), Antioxidationsmittel: Extrakt aus Rosmarin. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Senf und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Sesamsamen und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1929,00 kJ, Energie Kcal: ca. 459,00 kcal, Fett: ca. 17,00 g, Fett, davon gesättigte Fettsäuren: ca. 2,80 g, Kohlenhydrate: ca. 64,00 g, Kohlenhydrate, davon Zucker: ca. 1,60 g, Ballaststoffe: ca. 3,00 g, Eiweiß: ca. 10,00 g, Salz: ca. 2,70 g",,,,,Trocken und vor Wärme geschützt lagern. Packung nach Gebrauch wieder verschließen.,,con Semi di Finocchio,
https://www.spar.at/produktwelt/spar-premium-100-reines-walnussoel-p4115335,4115335,SPAR PREMIUM,100% reines Walnussöl,100 ML,5.49,5.49,Per 1 l 54.9,,"Die Herkunft. In einer kleinen Manufaktur in der Steiermark wird dieses Öl aus heimischen Walnüssen mit viel Geduld hergestellt. Die Nüsse stammen ausschließlich aus österreichischem Anbau und werden nur bei bester Qualität verarbeitet. Die Herstellungsweise. Die gerösteten Nüsse werden im traditionellen Stempelpressverfahren kalt gepresst und anschließend mehrere Wochen gelagert. So bleiben wertvolle Aromen und Inhaltsstoffe erhalten. Die Verwendungsmöglichkeiten. Mit seinem nussigen Duft und der goldgelben Farbe veredelt das Öl Salate, Gemüse und feine Hauptgerichte. Auch in Desserts wie Nusskuchen oder Joghurt entfaltet es seine elegante Note – allerdings nur kalt verwendet.",,,Enthält Nüsse und daraus gewonnene Erzeugnisse,"Nährwertsbezugsgröße: 100,00 ml, Energie Kjoule: ca. 3404,00 kJ, Energie Kcal: ca. 828,00 kcal, Fett: ca. 92,00 g, Fett, davon gesättigte Fettsäuren: ca. 8,00 g, Fett, davon einfach ungesättigte Fettsäuren: ca. 16,00 g, Fett, davon mehrfach ungesättigte Fettsäuren: ca. 68,00 g, Kohlenhydrate: ca. 0 g, Kohlenhydrate, davon Zucker: ca. 0 g, Ballaststoffe: ca. 0 g, Eiweiß: ca. 0 g, Salz: ca. 0 g, Broteinheiten: ca. 0 BE, Omega-3-Fettsäuren: ca. 12,00 g","Der Rezept-Tipp. Salat mit gebratenem Spargel mit Walnussöl, für 4 Personen Zutaten: 750g grüner Spargel 250g Vogerlsalat (Feldsalat) 4-6 Tomaten 150g Schafkäse 30g gehackte Walnüsse 3 EL DESPAR PREMIUM Olivenöl Salz, Pfeffer, Zucker 6 EL Aceto Balsamico 4 EL SPAR PREMIUM Walnussöl Die Zubereitung. Spargel waschen, wenn nötig schälen und schräg in ca. 5cm lange Stücke schneiden. Olivenöl in einer beschichteten Pfanne erhitzen und den Spargel darin ca. 6-15 min goldbraun anbraten. Mit Salz, Pfeffer, einer Prise Zucker und ca. 3 EL Essig würzen. Vogerlsalat waschen und abtropfen lassen. Die Tomaten waschen und in mundgerechte Stücke schneiden. Salat und Tomaten auf den Teller verteilen. 3 EL Essig und 4 EL Walnussöl verquirlen, mit Salz und Pfeffer abschmecken und über den Salat geben. Den warmen Spargel aus der Pfanne heben und auf den Tellern anrichten. Den Schafkäse in Würfel schneiden und darüber geben. Die noch warme Vinaigrette aus der Pfanne über den Salat ver teilen. Anschließend mit den gehackten Walnüssen bestreuen.",Verzehrfertig,,aus Österreich,Vor dem Öffnen vor Wärme und Licht geschützt lagern. Nach dem Öffnen im Kühlschrank aufbewahren und innerhalb von 3 Monaten aufbrauchen.,,,
https://www.spar.at/produktwelt/despar-premium-colomba-p2020001693344,2020001693344,DESPAR PREMIUM,Colomba,1 KG,11.99,11.99,Per 1 kg 11.99,,"Die Herkunft. Dieser traditionelle italienische Osterkuchen, auch als „Ostertaube"" bekannt, erinnert an ein historisches Friedenssymbol aus der Zeit der Schlacht von Legnano. Der Geschmack. Flaumiger Hefeteig mit kandierten Orangenschalen, fein ergänzt durch eine leichte Marzipan-Note und knusprige Mandelkruste – ein Festgebäck mit besonderer Geschichte.","Sorgfältig abgepackt in Italien Feines Gebäck mit Haselnussglasur und Mandeln Die Herkunft. Die DESPAR PREMIUM Colomba wird dem Ursprung nach auch „Ostertaube"" genannt. Der Legende nach geht der Brauch auf die Schlacht von Legnano im Jahre 1176 zurück. Damals sollen bei den Mailänder Truppen zwei Tauben gelandet sein. Dies wurde als Verheißung göttlichen Beistands gedeutet. Zur Erinnerung an das Ereignis werden alljährlich in einer Gedenkmesse in der Basilika San Simpliciano in Mailand zwei Tauben freigelassen. Der besondere Geschmack. Der flaumige Kuchen ist mit kandierten Orangenschalen gefüllt und hat durch erlesene Mandeln eine feine Marzipan-Note.","Zutaten: WEIZENMEHL, Zucker, 16,5% kandierte Orangenschalen (Orangenschalen, Glucose-Fructose-Sirup, Zucker), BUTTERSCHMALZ, Wasser, 8% HÜHNEREIGELB pasteurisiert, Sauerteig (WEIZENMEHL, Wasser), 3,3% HÜHNEREIEIWEISS pasteurisiert, 2% MANDELN, 2% HASELNÜSSE, Invertzuckersirup, Emulgator: Mono- und Diglyceride von Speisefettsäuren, MILCH pasteurisiert, Reisstärke, Salz unjodiert, Reismehl, natürliche Aromen. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Enthält Eier und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Enthält Nüsse und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1699,00 kJ, Energie Kcal: ca. 405,00 kcal, Fett: ca. 17,00 g, Fett, davon gesättigte Fettsäuren: ca. 10,00 g, Kohlenhydrate: ca. 55,00 g, Kohlenhydrate, davon Zucker: ca. 26,00 g, Ballaststoffe: ca. 2,00 g, Eiweiß: ca. 7,00 g, Salz: ca. 0,48 g, Broteinheiten: ca. 4,60 BE",,,,,Trocken und vor Wärme geschützt in der Originalverpackung lagern. Nach dem Öffnen innerhalb weniger Tage genießen.,,,
https://www.spar.at/produktwelt/spar-premium-wildreis-100-p7549915,7549915,SPAR PREMIUM,Wildreis 100%,200 G,3.19,3.19,Per 1 kg 15.95,,"Die Herkunft. Dieser Wildreis stammt aus den USA und wird aus Wassergräsern gewonnen, die traditionell von nordamerikanischen Ureinwohnern geerntet wurden. Der Geschmack. Sein intensives, leicht nussiges Aroma und die dunkle Farbe machen ihn zu einer beliebten Komponente in kreativen Gerichten. Die Verwendungsmöglichkeiten. Ob als Solobeilage, im Salat oder in Gemüsefüllungen – der bissfeste Wildreis bringt geschmackliche Tiefe und optische Raffinesse.",- aus Kanada - Ideal als Beilage zu intensiven Gerichten,Zutaten: Wildreis.,,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1511,00 kJ, Energie Kcal: ca. 356,00 kcal, Fett: ca. 0,80 g, Fett, davon gesättigte Fettsäuren: ca. 0,10 g, Kohlenhydrate: ca. 72,00 g, Kohlenhydrate, davon Zucker: ca. 0,10 g, Ballaststoffe: ca. 2,20 g, Eiweiß: ca. 14,00 g, Salz: ca. 0,03 g, Broteinheiten: ca. 6,00 BE","Wasser-Reis-Methode: Den Wildreis unter fließendem Wasser auswaschen. In leicht gesalzenes, kochendes Wasser geben. Nicht umrühren. Je nach gewünschter Konsistenz ca. 20 – 25 Minuten garen lassen., Quell-Reis-Methode: Für 1 Tasse Reis 2 Tassen Wasser nehmen. Reis in reichlich Wasser 1 h einweichen. Das Einweichwasser abgießen. Reis in leicht gesalzenes, kochendes Wasser geben. Einmal kurz aufkochen und anschließend im geschlossenen Topf bei kleiner Hitze ca. 1 h köcheln lassen.","Simmern/Köcheln, Simmern/Köcheln",,Sorgfältig hergestellt in Deutschland,Trocken und vor Wärme geschützt lagern.,,,
https://www.spar.at/produktwelt/spar-premium-premium-piade-fresce-3-x-120g-p2020004052506,2020004052506,DESPAR PREMIUM,Piade fresce 3 x 120g,360 G,2.99,2.99,Per 1 kg 8.31,,"Die Herkunft. In der italienischen Region Emilia-Romagna entsteht dieses Fladenbrot nach traditioneller Art – flach gebacken und sofort aromaversiegelt. Der Geschmack. Weich und leicht nussig mit dezentem Olivenölton – die Piadina überzeugt durch ihre schlichte, ehrliche Art. Die Verwendungsmöglichkeiten. Gefüllt, gerollt oder getoastet bildet sie die perfekte Basis für kreative mediterrane Gerichte.",,"Zutaten: WEICHWEIZENMEHL, Wasser, Schweineschmalz, Meersalz, Backmittel (Backtriebmittel E450, E500; Maisstärke). In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1409,00 kJ, Energie Kcal: ca. 336,00 kcal, Fett: ca. 13,00 g, Fett, davon gesättigte Fettsäuren: ca. 5,30 g, Kohlenhydrate: ca. 48,00 g, Kohlenhydrate, davon Zucker: ca. 1,10 g, Eiweiß: ca. 6,80 g, Salz: ca. 1,70 g","Die Piadina auf einem Backblech oder in einer Pfanne auf jeder Seite einige Sekunden lang erhitzen und nach Belieben mit Prosciutto, Käse und Gemüse oder Schokolade befüllen.",Erhitzen und servieren,,,Gekühlt lagern bei +2 bis +7 °C.,,,
https://www.spar.at/produktwelt/spar-premium-prosciutto-vom-duroc-schwein-p2020004768858,2020004768858,SPAR PREMIUM,Prosciutto vom Duroc-Schwein,1 KG,3.19,3.19,Per 1 kg 31.9,,"Die Herkunft. Aus bestem Duroc-Schweinefleisch gefertigt, reift dieser Prosciutto langsam in traditioneller Lufttrocknung. Der Geschmack. Fein marmoriert, leicht süßlich mit nussiger Note – der Schinken zeigt sich zart und aromatisch im Anschnitt. Die Verwendungsmöglichkeiten. In dünnen Scheiben als Antipasto oder zur Jause entfaltet er sein volles Aroma bei Raumtemperatur.",,"Zutaten: Schweinekeule, Salz jodiert (Salz, Kaliumjodat)",,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1151,00 kJ, Energie Kcal: ca. 276,00 kcal, Fett: ca. 18,00 g, Fett, davon gesättigte Fettsäuren: ca. 7,30 g, Kohlenhydrate: ca. 0,50 g, Kohlenhydrate, davon Zucker: < 0,50 g, Eiweiß: < 28,00 g, Salz: ca. 5,20 g",,,HR 3434 EU,,Vor und nach dem Öffnen gekühlt bei +2°C bis+7°C lagern. Nach dem Öffnen ehest möglich genießen.,,vom Duroc-Schwein,
https://www.spar.at/produktwelt/spar-premium-schoko-kissen-p1402414,1402414,SPAR PREMIUM,Schoko-Kissen,375 G,3.59,3.59,Per 1 kg 9.57,,"Die Herkunft. Mit erlesenen Zutaten, feinster Schokolade und viel Liebe zum Detail entstehen diese Getreidekissen in bewährter Frühstückstradition und versüßen den Start in den Tag. Der Geschmack. Knusprige Hülle trifft auf feine Schokolade – ein ausgewogenes Zusammenspiel von Kakaonoten und Getreide. Der angenehme Biss macht die Schoko-Kissen zu einer schokoladigen Verführung und garantieren einen charmanten Start in den Tag. Die Verwendung. Ob klassisch mit Milch oder pur als Snack zwischendurch – diesen Frühstückscerealien kann niemand widerstehen. Für Kinder ein Highlight, für Erwachsene eine kleine Belohnung am Morgen.",Sorgfältig abgepackt in der Schweiz,"Zutaten: 40% Schokoladen-Cremefüllung (Zucker, pflanzliche Öle (Kokos, Sonnenblumen), HASELNÜSSE, Kakaopulver, Kakaomasse, MAGERMILCHPULVER, Emulgator: Lecithine, Aromen), Reis, VOLLKORNWEIZENMEHL, Rohrohrzucker, MAGERMILCHPULVER, WEIZENKLEIE, ROGGENKLEIE, Kakaopulver, Salz unjodiert, Vitamine (E, Niacin, Pantothensäure, B6, Riboflavin, Thiamin, B12, Folsäure). In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Enthält Nüsse und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Nüsse und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Sesamsamen und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1850,00 kJ, Energie Kcal: ca. 440,00 kcal, Fett: ca. 14,00 g, Fett, davon gesättigte Fettsäuren: ca. 7,00 g, Kohlenhydrate: ca. 68,00 g, Kohlenhydrate, davon Zucker: ca. 34,00 g, Ballaststoffe: ca. 5,00 g, Eiweiß: ca. 8,00 g, Salz: ca. 0,62 g, Vitamin E: ca. 14,00 mg, Thiamin: ca. 0,70 mg, Riboflavin: ca. 1,40 mg, Niacin: ca. 19,00 mg, Vitamin B6: ca. 1,40 mg, Folsäure: ca. 275,00 µg, Vitamin B12: ca. 1,60 µg, Panthensäure: ca. 8,50 mg, Broteinheiten: ca. 5,70 BE",,,,,Bei Raumtemperatur trocken lagern. Packung nach Gebrauch gut verschließen.,,,
https://www.spar.at/produktwelt/spar-premium-cantuccini-toscani-igp-alle-mandorle-25-p2020005307476,2020005307476,SPAR PREMIUM,Cantuccini Toscani IGP alle mandorle (25%),200 G,2.29,2.29,Per 1 kg 11.45,,"Die Herstellungsweise. Traditionell in Italien doppelt gebacken, werden die knusprigen Mandelkekse nach altem Rezept hergestellt – puristisch und doch raffiniert. Der Geschmack. Fein süß, nussig und knusprig im Biss – die Mandeln verleihen dem Gebäck ein aromatisch vollmundiges Profil. Die Verwendungsmöglichkeiten. Als Begleiter zu Kaffee, Dessertwein oder als süßer Snack – die Cantuccini sorgen für Genuss mit italienischer Seele.",,"Zutaten: WEIZENMEHL, Zucker, 25% MANDELN, VOLLEI, EIGELB, BUTTER, Honig, MILCHPULVER, Backtriebmittel: Ammoniumhydrogencarbonat, Salz, Aromen. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Enthält Eier und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Enthält Nüsse und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1916,00 kJ, Energie Kcal: ca. 456,00 kcal, Fett: ca. 16,00 g, Fett, davon gesättigte Fettsäuren: ca. 12,00 g, Kohlenhydrate: ca. 65,00 g, Kohlenhydrate, davon Zucker: ca. 32,00 g, Ballaststoffe: ca. 4,00 g, Eiweiß: ca. 11,00 g, Salz: < 0,01 g",,,,,Vor und nach dem Öffnen vor Wärme geschützt und trocken lagern.,,alle mandorle (25%),
